,regionSeg1,productSeg2,regionSeg2,regionSeg3,productSeg3,yearweek,year,week,qty,map_price,ir,pmap,pmap10,pro_percent
128491,A01,PG03,SALESID0001,SITEID0006,ITEM0196,201620,2016,20,1,949.0,195.0,754.0,679.0,0.284510011
128774,A01,PG03,SALESID0001,SITEID0006,ITEM0198,201620,2016,20,14,1099.0,211.0,888.0,800.0,0.272065514
128922,A01,PG03,SALESID0001,SITEID0006,ITEM0199,201620,2016,20,1,1399.0,178.0,1221.0,1099.0,0.214438885
129040,A01,PG03,SALESID0001,SITEID0006,ITEM0200,201620,2016,20,4,2499.0,389.0,2110.0,1899.0,0.240096038
129420,A01,PG03,SALESID0001,SITEID0006,ITEM0203,201620,2016,20,1,1799.0,245.0,1554.0,1399.0,0.222345748
127674,A01,PG03,SALESID0001,SITEID0006,ITEM0209,201620,2016,20,1,2099.0,211.0,1888.0,1700.0,0.19009051899999999
132433,A01,PG03,SALESID0001,SITEID0001,ITEM0160,201621,2016,21,13,1799.0,245.0,1554.0,1399.0,0.222345748
132581,A01,PG03,SALESID0001,SITEID0001,ITEM0161,201621,2016,21,3,2299.0,300.0,1999.0,1800.0,0.217050892
130691,A01,PG03,SALESID0001,SITEID0001,ITEM0163,201621,2016,21,1,3699.0,367.0,3332.0,2999.0,0.189240335
130851,A01,PG03,SALESID0001,SITEID0001,ITEM0165,201621,2016,21,1,1899.0,233.0,1666.0,1500.0,0.210110585
130886,A01,PG03,SALESID0001,SITEID0001,ITEM0166,201621,2016,21,2,2799.0,356.0,2443.0,2199.0,0.214362272
130979,A01,PG03,SALESID0001,SITEID0001,ITEM0168,201621,2016,21,2,2999.0,333.0,2666.0,2400.0,0.19973324399999998
131128,A01,PG03,SALESID0001,SITEID0001,ITEM0176,201621,2016,21,2,749.0,50.0,699.0,630.0,0.158878505
131295,A01,PG03,SALESID0001,SITEID0001,ITEM0177,201621,2016,21,33,799.0,100.0,699.0,630.0,0.211514393
131454,A01,PG03,SALESID0001,SITEID0001,ITEM0178,201621,2016,21,1,749.0,50.0,699.0,630.0,0.158878505
131577,A01,PG03,SALESID0001,SITEID0001,ITEM0179,201621,2016,21,2,949.0,117.0,832.0,749.0,0.21074815600000002
131734,A01,PG03,SALESID0001,SITEID0001,ITEM0180,201621,2016,21,9,1099.0,156.0,943.0,849.0,0.227479527
129798,A01,PG03,SALESID0001,SITEID0001,ITEM0181,201621,2016,21,14,999.0,167.0,832.0,749.0,0.25025025
129939,A01,PG03,SALESID0001,SITEID0001,ITEM0182,201621,2016,21,1,949.0,117.0,832.0,749.0,0.21074815600000002
130011,A01,PG03,SALESID0001,SITEID0001,ITEM0184,201621,2016,21,1,1399.0,122.0,1277.0,1150.0,0.177984274
130153,A01,PG03,SALESID0001,SITEID0001,ITEM0185,201621,2016,21,1,1899.0,345.0,1554.0,1399.0,0.263296472
130317,A01,PG03,SALESID0001,SITEID0001,ITEM0186,201621,2016,21,8,1799.0,356.0,1443.0,1299.0,0.277932185
130363,A01,PG03,SALESID0001,SITEID0001,ITEM0187,201621,2016,21,1,649.0,6.0,643.0,579.0,0.107858243
130460,A01,PG03,SALESID0001,SITEID0001,ITEM0188,201621,2016,21,23,699.0,56.0,643.0,579.0,0.17167382
130658,A01,PG03,SALESID0001,SITEID0001,ITEM0194,201621,2016,21,10,949.0,195.0,754.0,679.0,0.284510011
128471,A01,PG03,SALESID0001,SITEID0001,ITEM0195,201621,2016,21,126,999.0,245.0,754.0,679.0,0.32032032
128619,A01,PG03,SALESID0001,SITEID0001,ITEM0196,201621,2016,21,18,949.0,195.0,754.0,679.0,0.284510011
128750,A01,PG03,SALESID0001,SITEID0001,ITEM0197,201621,2016,21,3,1699.0,34.0,1665.0,1499.0,0.11771630400000001
128910,A01,PG03,SALESID0001,SITEID0001,ITEM0198,201621,2016,21,119,1099.0,211.0,888.0,800.0,0.272065514
129175,A01,PG03,SALESID0001,SITEID0001,ITEM0200,201621,2016,21,50,2499.0,389.0,2110.0,1899.0,0.240096038
129258,A01,PG03,SALESID0001,SITEID0001,ITEM0201,201621,2016,21,2,2799.0,245.0,2554.0,2299.0,0.17863522699999998
129407,A01,PG03,SALESID0001,SITEID0001,ITEM0202,201621,2016,21,38,1199.0,200.0,999.0,900.0,0.24937447899999998
129501,A01,PG03,SALESID0001,SITEID0001,ITEM0203,201621,2016,21,1,1799.0,245.0,1554.0,1399.0,0.222345748
129617,A01,PG03,SALESID0001,SITEID0001,ITEM0204,201621,2016,21,3,1699.0,256.0,1443.0,1299.0,0.235432607
127497,A01,PG03,SALESID0001,SITEID0001,ITEM0205,201621,2016,21,3,749.0,50.0,699.0,630.0,0.158878505
127575,A01,PG03,SALESID0001,SITEID0001,ITEM0206,201621,2016,21,64,799.0,100.0,699.0,630.0,0.211514393
127628,A01,PG03,SALESID0001,SITEID0001,ITEM0207,201621,2016,21,4,749.0,50.0,699.0,630.0,0.158878505
127666,A01,PG03,SALESID0001,SITEID0001,ITEM0208,201621,2016,21,2,2199.0,200.0,1999.0,1800.0,0.181446112
127735,A01,PG03,SALESID0001,SITEID0001,ITEM0209,201621,2016,21,1,2099.0,211.0,1888.0,1700.0,0.19009051899999999
127789,A01,PG03,SALESID0001,SITEID0001,ITEM0210,201621,2016,21,4,2599.0,378.0,2221.0,1999.0,0.230858022
127830,A01,PG03,SALESID0001,SITEID0001,ITEM0211,201621,2016,21,1,3399.0,289.0,3110.0,2799.0,0.176522507
127887,A01,PG03,SALESID0001,SITEID0001,ITEM0212,201621,2016,21,6,3299.0,300.0,2999.0,2700.0,0.181570173
132406,A01,PG03,SALESID0001,SITEID0002,ITEM0160,201621,2016,21,11,1799.0,245.0,1554.0,1399.0,0.222345748
132556,A01,PG03,SALESID0001,SITEID0002,ITEM0161,201621,2016,21,6,2299.0,300.0,1999.0,1800.0,0.217050892
130673,A01,PG03,SALESID0001,SITEID0002,ITEM0163,201621,2016,21,1,3699.0,367.0,3332.0,2999.0,0.189240335
