,regionSeg1,productSeg2,regionSeg2,regionSeg3,productSeg3,yearweek,year,week,qty,map_price,ir,pmap,pmap10,pro_percent
135310,A01,PG01,SALESID0001,SITEID0005,ITEM0110,201604,2016,4,202,699.0,145.0,554.0,499.0,0.286123033
135466,A01,PG01,SALESID0001,SITEID0005,ITEM0111,201604,2016,4,14,649.0,150.0,499.0,449.0,0.30816641
135708,A01,PG01,SALESID0001,SITEID0005,ITEM0115,201604,2016,4,8,1599.0,156.0,1443.0,1299.0,0.187617261
133743,A01,PG01,SALESID0001,SITEID0005,ITEM0119,201604,2016,4,28,1099.0,100.0,999.0,899.0,0.181983621
133900,A01,PG01,SALESID0001,SITEID0005,ITEM0120,201604,2016,4,6,999.0,111.0,888.0,799.0,0.20020020000000002
134044,A01,PG01,SALESID0001,SITEID0005,ITEM0122,201604,2016,4,3,1199.0,89.0,1110.0,999.0,0.166805671
135137,A01,PG01,SALESID0001,SITEID0006,ITEM0109,201604,2016,4,3,649.0,150.0,499.0,449.0,0.30816641
135283,A01,PG01,SALESID0001,SITEID0006,ITEM0110,201604,2016,4,53,699.0,145.0,554.0,499.0,0.286123033
135446,A01,PG01,SALESID0001,SITEID0006,ITEM0111,201604,2016,4,5,649.0,150.0,499.0,449.0,0.30816641
133718,A01,PG01,SALESID0001,SITEID0006,ITEM0119,201604,2016,4,3,1099.0,100.0,999.0,899.0,0.181983621
135133,A01,PG01,SALESID0001,SITEID0007,ITEM0109,201604,2016,4,1,649.0,150.0,499.0,449.0,0.30816641
135272,A01,PG01,SALESID0001,SITEID0007,ITEM0110,201604,2016,4,2,699.0,145.0,554.0,499.0,0.286123033
135442,A01,PG01,SALESID0001,SITEID0007,ITEM0111,201604,2016,4,1,649.0,150.0,499.0,449.0,0.30816641
135251,A01,PG01,SALESID0001,SITEID0001,ITEM0109,201605,2016,5,18,649.0,150.0,499.0,449.0,0.30816641
135419,A01,PG01,SALESID0001,SITEID0001,ITEM0110,201605,2016,5,141,699.0,145.0,554.0,499.0,0.286123033
135560,A01,PG01,SALESID0001,SITEID0001,ITEM0111,201605,2016,5,19,649.0,150.0,499.0,449.0,0.30816641
135683,A01,PG01,SALESID0001,SITEID0001,ITEM0112,201605,2016,5,1,799.0,78.0,721.0,649.0,0.18773466800000002
135752,A01,PG01,SALESID0001,SITEID0001,ITEM0115,201605,2016,5,1,1599.0,156.0,1443.0,1299.0,0.187617261
135891,A01,PG01,SALESID0001,SITEID0001,ITEM0116,201605,2016,5,8,549.0,106.0,443.0,399.0,0.273224044
136061,A01,PG01,SALESID0001,SITEID0001,ITEM0117,201605,2016,5,109,599.0,100.0,499.0,449.0,0.250417362
133692,A01,PG01,SALESID0001,SITEID0001,ITEM0118,201605,2016,5,22,549.0,106.0,443.0,399.0,0.273224044
133852,A01,PG01,SALESID0001,SITEID0001,ITEM0119,201605,2016,5,13,1099.0,156.0,943.0,849.0,0.227479527
134005,A01,PG01,SALESID0001,SITEID0001,ITEM0120,201605,2016,5,3,999.0,167.0,832.0,749.0,0.25025025
135228,A01,PG01,SALESID0001,SITEID0002,ITEM0109,201605,2016,5,8,649.0,150.0,499.0,449.0,0.30816641
135392,A01,PG01,SALESID0001,SITEID0002,ITEM0110,201605,2016,5,105,699.0,145.0,554.0,499.0,0.286123033
135537,A01,PG01,SALESID0001,SITEID0002,ITEM0111,201605,2016,5,14,649.0,150.0,499.0,449.0,0.30816641
135661,A01,PG01,SALESID0001,SITEID0002,ITEM0112,201605,2016,5,3,799.0,78.0,721.0,649.0,0.18773466800000002
135865,A01,PG01,SALESID0001,SITEID0002,ITEM0116,201605,2016,5,18,549.0,106.0,443.0,399.0,0.273224044
136034,A01,PG01,SALESID0001,SITEID0002,ITEM0117,201605,2016,5,40,599.0,100.0,499.0,449.0,0.250417362
136190,A01,PG01,SALESID0001,SITEID0002,ITEM0118,201605,2016,5,13,549.0,106.0,443.0,399.0,0.273224044
133825,A01,PG01,SALESID0001,SITEID0002,ITEM0119,201605,2016,5,16,1099.0,156.0,943.0,849.0,0.227479527
133979,A01,PG01,SALESID0001,SITEID0002,ITEM0120,201605,2016,5,2,999.0,167.0,832.0,749.0,0.25025025
135203,A01,PG01,SALESID0001,SITEID0003,ITEM0109,201605,2016,5,9,649.0,150.0,499.0,449.0,0.30816641
135365,A01,PG01,SALESID0001,SITEID0003,ITEM0110,201605,2016,5,109,699.0,145.0,554.0,499.0,0.286123033
135516,A01,PG01,SALESID0001,SITEID0003,ITEM0111,201605,2016,5,6,649.0,150.0,499.0,449.0,0.30816641
135839,A01,PG01,SALESID0001,SITEID0003,ITEM0116,201605,2016,5,18,549.0,106.0,443.0,399.0,0.273224044
136007,A01,PG01,SALESID0001,SITEID0003,ITEM0117,201605,2016,5,63,599.0,100.0,499.0,449.0,0.250417362
136164,A01,PG01,SALESID0001,SITEID0003,ITEM0118,201605,2016,5,12,549.0,106.0,443.0,399.0,0.273224044
133798,A01,PG01,SALESID0001,SITEID0003,ITEM0119,201605,2016,5,12,1099.0,156.0,943.0,849.0,0.227479527
133954,A01,PG01,SALESID0001,SITEID0003,ITEM0120,201605,2016,5,2,999.0,167.0,832.0,749.0,0.25025025
135177,A01,PG01,SALESID0001,SITEID0004,ITEM0109,201605,2016,5,14,649.0,150.0,499.0,449.0,0.30816641
135338,A01,PG01,SALESID0001,SITEID0004,ITEM0110,201605,2016,5,149,699.0,145.0,554.0,499.0,0.286123033
135491,A01,PG01,SALESID0001,SITEID0004,ITEM0111,201605,2016,5,14,649.0,150.0,499.0,449.0,0.30816641
135624,A01,PG01,SALESID0001,SITEID0004,ITEM0112,201605,2016,5,6,799.0,78.0,721.0,649.0,0.18773466800000002
135726,A01,PG01,SALESID0001,SITEID0004,ITEM0115,201605,2016,5,3,1599.0,156.0,1443.0,1299.0,0.187617261
135812,A01,PG01,SALESID0001,SITEID0004,ITEM0116,201605,2016,5,28,549.0,106.0,443.0,399.0,0.273224044
135980,A01,PG01,SALESID0001,SITEID0004,ITEM0117,201605,2016,5,115,599.0,100.0,499.0,449.0,0.250417362
136137,A01,PG01,SALESID0001,SITEID0004,ITEM0118,201605,2016,5,15,549.0,106.0,443.0,399.0,0.273224044
133771,A01,PG01,SALESID0001,SITEID0004,ITEM0119,201605,2016,5,14,1099.0,156.0,943.0,849.0,0.227479527
133928,A01,PG01,SALESID0001,SITEID0004,ITEM0120,201605,2016,5,5,999.0,167.0,832.0,749.0,0.25025025
135156,A01,PG01,SALESID0001,SITEID0005,ITEM0109,201605,2016,5,8,649.0,150.0,499.0,449.0,0.30816641
135311,A01,PG01,SALESID0001,SITEID0005,ITEM0110,201605,2016,5,142,699.0,145.0,554.0,499.0,0.286123033
135467,A01,PG01,SALESID0001,SITEID0005,ITEM0111,201605,2016,5,12,649.0,150.0,499.0,449.0,0.30816641
135601,A01,PG01,SALESID0001,SITEID0005,ITEM0112,201605,2016,5,4,799.0,78.0,721.0,649.0,0.18773466800000002
135709,A01,PG01,SALESID0001,SITEID0005,ITEM0115,201605,2016,5,3,1599.0,156.0,1443.0,1299.0,0.187617261
135785,A01,PG01,SALESID0001,SITEID0005,ITEM0116,201605,2016,5,20,549.0,106.0,443.0,399.0,0.273224044
135953,A01,PG01,SALESID0001,SITEID0005,ITEM0117,201605,2016,5,95,599.0,100.0,499.0,449.0,0.250417362
136111,A01,PG01,SALESID0001,SITEID0005,ITEM0118,201605,2016,5,20,549.0,106.0,443.0,399.0,0.273224044
133744,A01,PG01,SALESID0001,SITEID0005,ITEM0119,201605,2016,5,15,1099.0,156.0,943.0,849.0,0.227479527
133901,A01,PG01,SALESID0001,SITEID0005,ITEM0120,201605,2016,5,2,999.0,167.0,832.0,749.0,0.25025025
135138,A01,PG01,SALESID0001,SITEID0006,ITEM0109,201605,2016,5,4,649.0,150.0,499.0,449.0,0.30816641
135284,A01,PG01,SALESID0001,SITEID0006,ITEM0110,201605,2016,5,34,699.0,145.0,554.0,499.0,0.286123033
135447,A01,PG01,SALESID0001,SITEID0006,ITEM0111,201605,2016,5,2,649.0,150.0,499.0,449.0,0.30816641
135764,A01,PG01,SALESID0001,SITEID0006,ITEM0116,201605,2016,5,2,549.0,106.0,443.0,399.0,0.273224044
135926,A01,PG01,SALESID0001,SITEID0006,ITEM0117,201605,2016,5,28,599.0,100.0,499.0,449.0,0.250417362
136088,A01,PG01,SALESID0001,SITEID0006,ITEM0118,201605,2016,5,6,549.0,106.0,443.0,399.0,0.273224044
133719,A01,PG01,SALESID0001,SITEID0006,ITEM0119,201605,2016,5,4,1099.0,156.0,943.0,849.0,0.227479527
135273,A01,PG01,SALESID0001,SITEID0007,ITEM0110,201605,2016,5,2,699.0,145.0,554.0,499.0,0.286123033
135684,A01,PG01,SALESID0001,SITEID0001,ITEM0112,201606,2016,6,12,799.0,78.0,721.0,649.0,0.18773466800000002
135753,A01,PG01,SALESID0001,SITEID0001,ITEM0115,201606,2016,6,3,1599.0,156.0,1443.0,1299.0,0.187617261
135892,A01,PG01,SALESID0001,SITEID0001,ITEM0116,201606,2016,6,17,549.0,106.0,443.0,399.0,0.273224044
136062,A01,PG01,SALESID0001,SITEID0001,ITEM0117,201606,2016,6,151,599.0,100.0,499.0,449.0,0.250417362
133693,A01,PG01,SALESID0001,SITEID0001,ITEM0118,201606,2016,6,28,549.0,106.0,443.0,399.0,0.273224044
133853,A01,PG01,SALESID0001,SITEID0001,ITEM0119,201606,2016,6,19,1099.0,156.0,943.0,849.0,0.227479527
134006,A01,PG01,SALESID0001,SITEID0001,ITEM0120,201606,2016,6,3,999.0,167.0,832.0,749.0,0.25025025
135662,A01,PG01,SALESID0001,SITEID0002,ITEM0112,201606,2016,6,4,799.0,78.0,721.0,649.0,0.18773466800000002
135866,A01,PG01,SALESID0001,SITEID0002,ITEM0116,201606,2016,6,22,549.0,106.0,443.0,399.0,0.273224044
136035,A01,PG01,SALESID0001,SITEID0002,ITEM0117,201606,2016,6,61,599.0,100.0,499.0,449.0,0.250417362
136191,A01,PG01,SALESID0001,SITEID0002,ITEM0118,201606,2016,6,25,549.0,106.0,443.0,399.0,0.273224044
133826,A01,PG01,SALESID0001,SITEID0002,ITEM0119,201606,2016,6,13,1099.0,156.0,943.0,849.0,0.227479527
133980,A01,PG01,SALESID0001,SITEID0002,ITEM0120,201606,2016,6,1,999.0,167.0,832.0,749.0,0.25025025
135646,A01,PG01,SALESID0001,SITEID0003,ITEM0112,201606,2016,6,3,799.0,78.0,721.0,649.0,0.18773466800000002
135840,A01,PG01,SALESID0001,SITEID0003,ITEM0116,201606,2016,6,37,549.0,106.0,443.0,399.0,0.273224044
136008,A01,PG01,SALESID0001,SITEID0003,ITEM0117,201606,2016,6,90,599.0,100.0,499.0,449.0,0.250417362
136165,A01,PG01,SALESID0001,SITEID0003,ITEM0118,201606,2016,6,14,549.0,106.0,443.0,399.0,0.273224044
133799,A01,PG01,SALESID0001,SITEID0003,ITEM0119,201606,2016,6,17,1099.0,156.0,943.0,849.0,0.227479527
133955,A01,PG01,SALESID0001,SITEID0003,ITEM0120,201606,2016,6,4,999.0,167.0,832.0,749.0,0.25025025
135625,A01,PG01,SALESID0001,SITEID0004,ITEM0112,201606,2016,6,4,799.0,78.0,721.0,649.0,0.18773466800000002
135813,A01,PG01,SALESID0001,SITEID0004,ITEM0116,201606,2016,6,40,549.0,106.0,443.0,399.0,0.273224044
135981,A01,PG01,SALESID0001,SITEID0004,ITEM0117,201606,2016,6,176,599.0,100.0,499.0,449.0,0.250417362
136138,A01,PG01,SALESID0001,SITEID0004,ITEM0118,201606,2016,6,21,549.0,106.0,443.0,399.0,0.273224044
133772,A01,PG01,SALESID0001,SITEID0004,ITEM0119,201606,2016,6,20,1099.0,156.0,943.0,849.0,0.227479527
133929,A01,PG01,SALESID0001,SITEID0004,ITEM0120,201606,2016,6,6,999.0,167.0,832.0,749.0,0.25025025
135602,A01,PG01,SALESID0001,SITEID0005,ITEM0112,201606,2016,6,3,799.0,78.0,721.0,649.0,0.18773466800000002
135710,A01,PG01,SALESID0001,SITEID0005,ITEM0115,201606,2016,6,4,1599.0,156.0,1443.0,1299.0,0.187617261
135786,A01,PG01,SALESID0001,SITEID0005,ITEM0116,201606,2016,6,26,549.0,106.0,443.0,399.0,0.273224044
135954,A01,PG01,SALESID0001,SITEID0005,ITEM0117,201606,2016,6,96,599.0,100.0,499.0,449.0,0.250417362
136112,A01,PG01,SALESID0001,SITEID0005,ITEM0118,201606,2016,6,23,549.0,106.0,443.0,399.0,0.273224044
133745,A01,PG01,SALESID0001,SITEID0005,ITEM0119,201606,2016,6,12,1099.0,156.0,943.0,849.0,0.227479527
133902,A01,PG01,SALESID0001,SITEID0005,ITEM0120,201606,2016,6,11,999.0,167.0,832.0,749.0,0.25025025
135704,A01,PG01,SALESID0001,SITEID0006,ITEM0115,201606,2016,6,1,1599.0,156.0,1443.0,1299.0,0.187617261
135765,A01,PG01,SALESID0001,SITEID0006,ITEM0116,201606,2016,6,6,549.0,106.0,443.0,399.0,0.273224044
135927,A01,PG01,SALESID0001,SITEID0006,ITEM0117,201606,2016,6,34,599.0,100.0,499.0,449.0,0.250417362
136089,A01,PG01,SALESID0001,SITEID0006,ITEM0118,201606,2016,6,5,549.0,106.0,443.0,399.0,0.273224044
133720,A01,PG01,SALESID0001,SITEID0006,ITEM0119,201606,2016,6,7,1099.0,156.0,943.0,849.0,0.227479527
133879,A01,PG01,SALESID0001,SITEID0006,ITEM0120,201606,2016,6,2,999.0,167.0,832.0,749.0,0.25025025
135917,A01,PG01,SALESID0001,SITEID0007,ITEM0117,201606,2016,6,2,599.0,100.0,499.0,449.0,0.250417362
135253,A01,PG01,SALESID0001,SITEID0001,ITEM0109,201607,2016,7,8,649.0,95.0,554.0,499.0,0.231124807
135421,A01,PG01,SALESID0001,SITEID0001,ITEM0110,201607,2016,7,56,699.0,145.0,554.0,499.0,0.286123033
135562,A01,PG01,SALESID0001,SITEID0001,ITEM0111,201607,2016,7,2,649.0,95.0,554.0,499.0,0.231124807
135685,A01,PG01,SALESID0001,SITEID0001,ITEM0112,201607,2016,7,6,799.0,78.0,721.0,649.0,0.18773466800000002
135893,A01,PG01,SALESID0001,SITEID0001,ITEM0116,201607,2016,7,30,549.0,106.0,443.0,399.0,0.273224044
136063,A01,PG01,SALESID0001,SITEID0001,ITEM0117,201607,2016,7,135,599.0,100.0,499.0,449.0,0.250417362
133694,A01,PG01,SALESID0001,SITEID0001,ITEM0118,201607,2016,7,30,549.0,106.0,443.0,399.0,0.273224044
133854,A01,PG01,SALESID0001,SITEID0001,ITEM0119,201607,2016,7,23,1099.0,156.0,943.0,849.0,0.227479527
134007,A01,PG01,SALESID0001,SITEID0001,ITEM0120,201607,2016,7,4,999.0,167.0,832.0,749.0,0.25025025
135230,A01,PG01,SALESID0001,SITEID0002,ITEM0109,201607,2016,7,4,649.0,95.0,554.0,499.0,0.231124807
135394,A01,PG01,SALESID0001,SITEID0002,ITEM0110,201607,2016,7,48,699.0,145.0,554.0,499.0,0.286123033
135663,A01,PG01,SALESID0001,SITEID0002,ITEM0112,201607,2016,7,4,799.0,78.0,721.0,649.0,0.18773466800000002
135867,A01,PG01,SALESID0001,SITEID0002,ITEM0116,201607,2016,7,19,549.0,106.0,443.0,399.0,0.273224044
136036,A01,PG01,SALESID0001,SITEID0002,ITEM0117,201607,2016,7,69,599.0,100.0,499.0,449.0,0.250417362
136192,A01,PG01,SALESID0001,SITEID0002,ITEM0118,201607,2016,7,25,549.0,106.0,443.0,399.0,0.273224044
133827,A01,PG01,SALESID0001,SITEID0002,ITEM0119,201607,2016,7,18,1099.0,156.0,943.0,849.0,0.227479527
133981,A01,PG01,SALESID0001,SITEID0002,ITEM0120,201607,2016,7,2,999.0,167.0,832.0,749.0,0.25025025
135205,A01,PG01,SALESID0001,SITEID0003,ITEM0109,201607,2016,7,6,649.0,95.0,554.0,499.0,0.231124807
135367,A01,PG01,SALESID0001,SITEID0003,ITEM0110,201607,2016,7,56,699.0,145.0,554.0,499.0,0.286123033
135518,A01,PG01,SALESID0001,SITEID0003,ITEM0111,201607,2016,7,3,649.0,95.0,554.0,499.0,0.231124807
135647,A01,PG01,SALESID0001,SITEID0003,ITEM0112,201607,2016,7,4,799.0,78.0,721.0,649.0,0.18773466800000002
135841,A01,PG01,SALESID0001,SITEID0003,ITEM0116,201607,2016,7,24,549.0,106.0,443.0,399.0,0.273224044
136009,A01,PG01,SALESID0001,SITEID0003,ITEM0117,201607,2016,7,73,599.0,100.0,499.0,449.0,0.250417362
136166,A01,PG01,SALESID0001,SITEID0003,ITEM0118,201607,2016,7,22,549.0,106.0,443.0,399.0,0.273224044
133800,A01,PG01,SALESID0001,SITEID0003,ITEM0119,201607,2016,7,14,1099.0,156.0,943.0,849.0,0.227479527
133956,A01,PG01,SALESID0001,SITEID0003,ITEM0120,201607,2016,7,2,999.0,167.0,832.0,749.0,0.25025025
135179,A01,PG01,SALESID0001,SITEID0004,ITEM0109,201607,2016,7,5,649.0,95.0,554.0,499.0,0.231124807
135340,A01,PG01,SALESID0001,SITEID0004,ITEM0110,201607,2016,7,79,699.0,145.0,554.0,499.0,0.286123033
135493,A01,PG01,SALESID0001,SITEID0004,ITEM0111,201607,2016,7,5,649.0,95.0,554.0,499.0,0.231124807
135626,A01,PG01,SALESID0001,SITEID0004,ITEM0112,201607,2016,7,6,799.0,78.0,721.0,649.0,0.18773466800000002
135814,A01,PG01,SALESID0001,SITEID0004,ITEM0116,201607,2016,7,38,549.0,106.0,443.0,399.0,0.273224044
135982,A01,PG01,SALESID0001,SITEID0004,ITEM0117,201607,2016,7,192,599.0,100.0,499.0,449.0,0.250417362
136139,A01,PG01,SALESID0001,SITEID0004,ITEM0118,201607,2016,7,33,549.0,106.0,443.0,399.0,0.273224044
133773,A01,PG01,SALESID0001,SITEID0004,ITEM0119,201607,2016,7,29,1099.0,156.0,943.0,849.0,0.227479527
133930,A01,PG01,SALESID0001,SITEID0004,ITEM0120,201607,2016,7,7,999.0,167.0,832.0,749.0,0.25025025
135158,A01,PG01,SALESID0001,SITEID0005,ITEM0109,201607,2016,7,3,649.0,95.0,554.0,499.0,0.231124807
135313,A01,PG01,SALESID0001,SITEID0005,ITEM0110,201607,2016,7,73,699.0,145.0,554.0,499.0,0.286123033
135469,A01,PG01,SALESID0001,SITEID0005,ITEM0111,201607,2016,7,1,649.0,95.0,554.0,499.0,0.231124807
135603,A01,PG01,SALESID0001,SITEID0005,ITEM0112,201607,2016,7,4,799.0,78.0,721.0,649.0,0.18773466800000002
135711,A01,PG01,SALESID0001,SITEID0005,ITEM0115,201607,2016,7,2,1599.0,156.0,1443.0,1299.0,0.187617261
135787,A01,PG01,SALESID0001,SITEID0005,ITEM0116,201607,2016,7,25,549.0,106.0,443.0,399.0,0.273224044
135955,A01,PG01,SALESID0001,SITEID0005,ITEM0117,201607,2016,7,73,599.0,100.0,499.0,449.0,0.250417362
136113,A01,PG01,SALESID0001,SITEID0005,ITEM0118,201607,2016,7,31,549.0,106.0,443.0,399.0,0.273224044
133746,A01,PG01,SALESID0001,SITEID0005,ITEM0119,201607,2016,7,35,1099.0,156.0,943.0,849.0,0.227479527
133903,A01,PG01,SALESID0001,SITEID0005,ITEM0120,201607,2016,7,4,999.0,167.0,832.0,749.0,0.25025025
135140,A01,PG01,SALESID0001,SITEID0006,ITEM0109,201607,2016,7,1,649.0,95.0,554.0,499.0,0.231124807
135286,A01,PG01,SALESID0001,SITEID0006,ITEM0110,201607,2016,7,15,699.0,145.0,554.0,499.0,0.286123033
135449,A01,PG01,SALESID0001,SITEID0006,ITEM0111,201607,2016,7,1,649.0,95.0,554.0,499.0,0.231124807
135587,A01,PG01,SALESID0001,SITEID0006,ITEM0112,201607,2016,7,2,799.0,78.0,721.0,649.0,0.18773466800000002
135766,A01,PG01,SALESID0001,SITEID0006,ITEM0116,201607,2016,7,5,549.0,106.0,443.0,399.0,0.273224044
135928,A01,PG01,SALESID0001,SITEID0006,ITEM0117,201607,2016,7,22,599.0,100.0,499.0,449.0,0.250417362
136090,A01,PG01,SALESID0001,SITEID0006,ITEM0118,201607,2016,7,11,549.0,106.0,443.0,399.0,0.273224044
133721,A01,PG01,SALESID0001,SITEID0006,ITEM0119,201607,2016,7,8,1099.0,156.0,943.0,849.0,0.227479527
133880,A01,PG01,SALESID0001,SITEID0006,ITEM0120,201607,2016,7,3,999.0,167.0,832.0,749.0,0.25025025
135274,A01,PG01,SALESID0001,SITEID0007,ITEM0110,201607,2016,7,1,699.0,145.0,554.0,499.0,0.286123033
135918,A01,PG01,SALESID0001,SITEID0007,ITEM0117,201607,2016,7,1,599.0,100.0,499.0,449.0,0.250417362
135254,A01,PG01,SALESID0001,SITEID0001,ITEM0109,201608,2016,8,5,649.0,95.0,554.0,499.0,0.231124807
135422,A01,PG01,SALESID0001,SITEID0001,ITEM0110,201608,2016,8,104,699.0,145.0,554.0,499.0,0.286123033
135563,A01,PG01,SALESID0001,SITEID0001,ITEM0111,201608,2016,8,3,649.0,95.0,554.0,499.0,0.231124807
135686,A01,PG01,SALESID0001,SITEID0001,ITEM0112,201608,2016,8,4,799.0,78.0,721.0,649.0,0.18773466800000002
135754,A01,PG01,SALESID0001,SITEID0001,ITEM0115,201608,2016,8,1,1599.0,156.0,1443.0,1299.0,0.187617261
135894,A01,PG01,SALESID0001,SITEID0001,ITEM0116,201608,2016,8,16,549.0,106.0,443.0,399.0,0.273224044
136064,A01,PG01,SALESID0001,SITEID0001,ITEM0117,201608,2016,8,86,599.0,100.0,499.0,449.0,0.250417362
133695,A01,PG01,SALESID0001,SITEID0001,ITEM0118,201608,2016,8,12,549.0,106.0,443.0,399.0,0.273224044
133855,A01,PG01,SALESID0001,SITEID0001,ITEM0119,201608,2016,8,19,1099.0,156.0,943.0,849.0,0.227479527
134008,A01,PG01,SALESID0001,SITEID0001,ITEM0120,201608,2016,8,6,999.0,167.0,832.0,749.0,0.25025025
135231,A01,PG01,SALESID0001,SITEID0002,ITEM0109,201608,2016,8,9,649.0,95.0,554.0,499.0,0.231124807
135395,A01,PG01,SALESID0001,SITEID0002,ITEM0110,201608,2016,8,85,699.0,145.0,554.0,499.0,0.286123033
135539,A01,PG01,SALESID0001,SITEID0002,ITEM0111,201608,2016,8,6,649.0,95.0,554.0,499.0,0.231124807
135664,A01,PG01,SALESID0001,SITEID0002,ITEM0112,201608,2016,8,2,799.0,78.0,721.0,649.0,0.18773466800000002
135868,A01,PG01,SALESID0001,SITEID0002,ITEM0116,201608,2016,8,12,549.0,106.0,443.0,399.0,0.273224044
136037,A01,PG01,SALESID0001,SITEID0002,ITEM0117,201608,2016,8,57,599.0,100.0,499.0,449.0,0.250417362
136193,A01,PG01,SALESID0001,SITEID0002,ITEM0118,201608,2016,8,12,549.0,106.0,443.0,399.0,0.273224044
133828,A01,PG01,SALESID0001,SITEID0002,ITEM0119,201608,2016,8,21,1099.0,156.0,943.0,849.0,0.227479527
133982,A01,PG01,SALESID0001,SITEID0002,ITEM0120,201608,2016,8,4,999.0,167.0,832.0,749.0,0.25025025
135206,A01,PG01,SALESID0001,SITEID0003,ITEM0109,201608,2016,8,12,649.0,95.0,554.0,499.0,0.231124807
135368,A01,PG01,SALESID0001,SITEID0003,ITEM0110,201608,2016,8,79,699.0,145.0,554.0,499.0,0.286123033
135519,A01,PG01,SALESID0001,SITEID0003,ITEM0111,201608,2016,8,4,649.0,95.0,554.0,499.0,0.231124807
135648,A01,PG01,SALESID0001,SITEID0003,ITEM0112,201608,2016,8,1,799.0,78.0,721.0,649.0,0.18773466800000002
135842,A01,PG01,SALESID0001,SITEID0003,ITEM0116,201608,2016,8,19,549.0,106.0,443.0,399.0,0.273224044
136010,A01,PG01,SALESID0001,SITEID0003,ITEM0117,201608,2016,8,58,599.0,100.0,499.0,449.0,0.250417362
136167,A01,PG01,SALESID0001,SITEID0003,ITEM0118,201608,2016,8,13,549.0,106.0,443.0,399.0,0.273224044
133801,A01,PG01,SALESID0001,SITEID0003,ITEM0119,201608,2016,8,18,1099.0,156.0,943.0,849.0,0.227479527
133957,A01,PG01,SALESID0001,SITEID0003,ITEM0120,201608,2016,8,4,999.0,167.0,832.0,749.0,0.25025025
135180,A01,PG01,SALESID0001,SITEID0004,ITEM0109,201608,2016,8,17,649.0,95.0,554.0,499.0,0.231124807
135341,A01,PG01,SALESID0001,SITEID0004,ITEM0110,201608,2016,8,143,699.0,145.0,554.0,499.0,0.286123033
135494,A01,PG01,SALESID0001,SITEID0004,ITEM0111,201608,2016,8,6,649.0,95.0,554.0,499.0,0.231124807
135627,A01,PG01,SALESID0001,SITEID0004,ITEM0112,201608,2016,8,7,799.0,78.0,721.0,649.0,0.18773466800000002
135815,A01,PG01,SALESID0001,SITEID0004,ITEM0116,201608,2016,8,35,549.0,106.0,443.0,399.0,0.273224044
135983,A01,PG01,SALESID0001,SITEID0004,ITEM0117,201608,2016,8,110,599.0,100.0,499.0,449.0,0.250417362
136140,A01,PG01,SALESID0001,SITEID0004,ITEM0118,201608,2016,8,20,549.0,106.0,443.0,399.0,0.273224044
133774,A01,PG01,SALESID0001,SITEID0004,ITEM0119,201608,2016,8,22,1099.0,156.0,943.0,849.0,0.227479527
133931,A01,PG01,SALESID0001,SITEID0004,ITEM0120,201608,2016,8,8,999.0,167.0,832.0,749.0,0.25025025
135159,A01,PG01,SALESID0001,SITEID0005,ITEM0109,201608,2016,8,4,649.0,95.0,554.0,499.0,0.231124807
135314,A01,PG01,SALESID0001,SITEID0005,ITEM0110,201608,2016,8,74,699.0,145.0,554.0,499.0,0.286123033
135470,A01,PG01,SALESID0001,SITEID0005,ITEM0111,201608,2016,8,8,649.0,95.0,554.0,499.0,0.231124807
135604,A01,PG01,SALESID0001,SITEID0005,ITEM0112,201608,2016,8,4,799.0,78.0,721.0,649.0,0.18773466800000002
135788,A01,PG01,SALESID0001,SITEID0005,ITEM0116,201608,2016,8,22,549.0,106.0,443.0,399.0,0.273224044
135956,A01,PG01,SALESID0001,SITEID0005,ITEM0117,201608,2016,8,51,599.0,100.0,499.0,449.0,0.250417362
136114,A01,PG01,SALESID0001,SITEID0005,ITEM0118,201608,2016,8,26,549.0,106.0,443.0,399.0,0.273224044
133747,A01,PG01,SALESID0001,SITEID0005,ITEM0119,201608,2016,8,28,1099.0,156.0,943.0,849.0,0.227479527
133904,A01,PG01,SALESID0001,SITEID0005,ITEM0120,201608,2016,8,4,999.0,167.0,832.0,749.0,0.25025025
135141,A01,PG01,SALESID0001,SITEID0006,ITEM0109,201608,2016,8,1,649.0,95.0,554.0,499.0,0.231124807
135287,A01,PG01,SALESID0001,SITEID0006,ITEM0110,201608,2016,8,28,699.0,145.0,554.0,499.0,0.286123033
135450,A01,PG01,SALESID0001,SITEID0006,ITEM0111,201608,2016,8,1,649.0,95.0,554.0,499.0,0.231124807
135588,A01,PG01,SALESID0001,SITEID0006,ITEM0112,201608,2016,8,1,799.0,78.0,721.0,649.0,0.18773466800000002
135767,A01,PG01,SALESID0001,SITEID0006,ITEM0116,201608,2016,8,5,549.0,106.0,443.0,399.0,0.273224044
135929,A01,PG01,SALESID0001,SITEID0006,ITEM0117,201608,2016,8,22,599.0,100.0,499.0,449.0,0.250417362
136091,A01,PG01,SALESID0001,SITEID0006,ITEM0118,201608,2016,8,8,549.0,106.0,443.0,399.0,0.273224044
133722,A01,PG01,SALESID0001,SITEID0006,ITEM0119,201608,2016,8,6,1099.0,156.0,943.0,849.0,0.227479527
133881,A01,PG01,SALESID0001,SITEID0006,ITEM0120,201608,2016,8,3,999.0,167.0,832.0,749.0,0.25025025
135275,A01,PG01,SALESID0001,SITEID0007,ITEM0110,201608,2016,8,1,699.0,145.0,554.0,499.0,0.286123033
